copyid,bookid,status
4507,3728,out of stock
4508,3729,available
4509,3730,available
4510,3731,borrowed
4511,3732,available
4512,3733,borrowed
4513,3734,available
4514,3735,borrowed
4515,3736,available
4516,3737,borrowed
4517,3738,available
4518,3739,available
4519,3740,out of stock
4520,3741,available
4521,3742,available
4522,3743,out of stock
4523,3744,borrowed
4524,3745,available
4525,3746,available
4526,3747,borrowed
4527,3748,borrowed
4528,3749,out of stock
4529,3750,borrowed
4530,3751,available
4531,3752,out of stock
4532,3753,borrowed
4533,3754,out of stock
4534,3755,borrowed
4535,3756,borrowed
4536,3757,available
4537,3758,out of stock
4538,3759,available
4539,3760,out of stock
4540,3761,out of stock
4541,3762,borrowed
4542,3763,out of stock
4543,3764,available
4544,3765,borrowed
4545,3766,borrowed
4546,3767,out of stock
4547,3768,borrowed
4548,3769,available
4549,3770,out of stock
4550,3771,out of stock
4551,3772,borrowed
4552,3773,out of stock
4553,3774,out of stock
4554,3775,available
4555,3776,available
4556,3777,available
4557,3778,available
4558,3779,out of stock
4559,3780,out of stock
4560,3781,borrowed
4561,3782,borrowed
4562,3783,borrowed
4563,3784,available
4564,3785,available
4565,3786,borrowed
4566,3787,available
4567,3788,out of stock
4568,3789,available
4569,3790,out of stock
4570,3791,available
4571,3792,borrowed
4572,3793,available
4573,3794,available
4574,3795,out of stock
4575,3796,out of stock
4576,3797,available
4577,3798,borrowed
4578,3799,out of stock
4579,3800,available
4580,3801,available
4581,3802,available
4582,3803,available
4583,3804,available
4584,3805,available
4585,3806,available
4586,3807,available
4587,3808,out of stock
4588,3809,available
4589,3810,borrowed
4590,3811,out of stock
4591,3812,borrowed
4592,3813,out of stock
4593,3814,available
4594,3815,out of stock
4595,3816,out of stock
4596,3817,available
4597,3818,available
4598,3819,available
4599,3820,out of stock
4600,3821,available
4601,3822,available
4602,3823,available
4603,3824,available
4604,3825,out of stock
4605,3826,borrowed
4606,3827,out of stock
4607,3828,borrowed
4608,3829,borrowed
4609,3830,out of stock
4610,3831,out of stock
4611,3832,out of stock
4612,3833,available
4613,3834,out of stock
4614,3835,out of stock
4615,3836,available
4616,3837,borrowed
4617,3838,borrowed
4618,3839,out of stock
4619,3840,available
4620,3841,borrowed
4621,3842,borrowed
4622,3843,available
4623,3844,out of stock
4624,3845,out of stock
4625,3846,available
4626,3847,borrowed
4627,3848,out of stock
4628,3849,available
4629,3850,available
4630,3851,available
4631,3852,borrowed
4632,3853,available
4633,3854,available
4634,3855,available
4635,3856,available
4636,3857,out of stock
4637,3858,out of stock
4638,3859,out of stock
4639,3860,available
4640,3861,borrowed
4641,3862,out of stock
4642,3863,out of stock
4643,3864,available
4644,3865,out of stock
4645,3866,out of stock
4646,3867,borrowed
4647,3868,borrowed
4648,3869,borrowed
4649,3870,borrowed
4650,3871,out of stock
4651,3872,borrowed
4652,3873,borrowed
4653,3874,available
4654,3875,out of stock
4655,3876,out of stock
4656,3877,out of stock
4657,3878,available
4658,3879,available
4659,3880,available
4660,3881,borrowed
4661,3882,out of stock
4662,3883,available
4663,3884,borrowed
4664,3885,borrowed
4665,3886,borrowed
4666,3887,out of stock
4667,3888,borrowed
4668,3889,out of stock
4669,3890,borrowed
4670,3891,borrowed
4671,3892,out of stock
4672,3893,available
4673,3894,borrowed
4674,3895,out of stock
4675,3896,out of stock
4676,3897,available
4677,3898,borrowed
4678,3899,available
4679,3900,out of stock
4680,3901,out of stock
4681,3902,available
4682,3903,available
4683,3904,out of stock
4684,3905,borrowed
4685,3906,borrowed
4686,3907,borrowed
4687,3908,available
4688,3909,available
4689,3910,borrowed
4690,3911,borrowed
4691,3912,borrowed
4692,3913,available
4693,3914,available
4694,3915,borrowed
4695,3916,borrowed
4696,3917,borrowed
4697,3918,available
4698,3919,out of stock
4699,3920,out of stock
4700,3921,out of stock
4701,3922,available
4702,3923,available
4703,3924,out of stock
4704,3925,available
4705,3926,borrowed
4706,3927,available
4707,3928,out of stock
4708,3929,borrowed
4709,3930,borrowed
4710,3931,out of stock
4711,3932,borrowed
4712,3933,out of stock
4713,3934,borrowed
4714,3935,available
4715,3936,available
4716,3937,out of stock
4717,3938,borrowed
4718,3939,out of stock
4719,3940,borrowed
4720,3941,out of stock
4721,3942,available
4722,3943,borrowed
4723,3944,borrowed
4724,3945,borrowed
4725,3946,available
4726,3947,available
4727,3948,available
4728,3949,out of stock
4729,3950,available
4730,3951,available
4731,3952,available
4732,3953,borrowed
4733,3954,out of stock
4734,3955,available
4735,3956,available
4736,3957,borrowed
4737,3958,available
4738,3959,borrowed
4739,3960,out of stock
4740,3961,available
4741,3962,out of stock
4742,3963,borrowed
4743,3964,borrowed
4744,3965,borrowed
4745,3966,available
4746,3967,available
4747,3968,available
4748,3969,out of stock
4749,3970,available
4750,3971,available
4751,3972,borrowed
4752,3973,available
4753,3974,borrowed
4754,3975,available
4755,3976,available
4756,3977,available
4757,3978,available
4758,3979,available
4759,3980,out of stock
4760,3981,borrowed
4761,3982,borrowed
4762,3983,available
4763,3984,out of stock
4764,3985,borrowed
4765,3986,available
4766,3987,out of stock
4767,3988,borrowed
4768,3989,borrowed
4769,3990,available
4770,3991,out of stock
4771,3992,borrowed
4772,3993,borrowed
4773,3994,borrowed
4774,3995,available
4775,3996,borrowed
4776,3997,out of stock
4777,3998,out of stock
4778,3999,available
4779,4000,available
4780,4001,available
4781,4002,borrowed
4782,4003,available
4783,4004,borrowed
4784,4005,borrowed
4785,4006,borrowed
4786,4007,borrowed
4787,4008,out of stock
4788,4009,borrowed
4789,4010,borrowed
4790,4011,borrowed
4791,4012,available
4792,4013,out of stock
4793,4014,available
4794,4015,available
4795,4016,borrowed
4796,4017,available
4797,4018,available
4798,4019,available
4799,4020,borrowed
4800,4021,out of stock
4801,4022,out of stock
4802,4023,borrowed
4803,4024,out of stock
4804,4025,out of stock
4805,4026,borrowed
4806,4027,available
4807,4028,out of stock
4808,4029,borrowed
4809,4030,out of stock
4810,4031,borrowed
4811,4032,available
4812,4033,out of stock
4813,4034,available
4814,4035,borrowed
4815,4036,borrowed
4816,4037,available
4817,4038,available
4818,4039,out of stock
4819,4040,out of stock
4820,4041,available
4821,4042,borrowed
4822,4043,borrowed
4823,4044,out of stock
4824,4045,out of stock
4825,4046,out of stock
4826,4047,borrowed
4827,4048,available
4828,4049,borrowed
4829,4050,borrowed
4830,4051,out of stock
4831,4052,borrowed
4832,4053,available
4833,4054,out of stock
4834,4055,out of stock
4835,4056,out of stock
4836,4057,available
4837,4058,out of stock
4838,4059,out of stock
4839,4060,out of stock
4840,4061,out of stock
4841,4062,borrowed
4842,4063,borrowed
4843,4064,available
4844,4065,available
4845,4066,available
4846,4067,available
4847,4068,available
4848,4069,available
4849,4070,out of stock
4850,4071,available
4851,4072,available
4852,4073,borrowed
4853,4074,borrowed
4854,4075,borrowed
4855,4076,borrowed
4856,4077,borrowed
4857,4078,borrowed
4858,4079,available
4859,4080,borrowed
4860,4081,borrowed
4861,4082,available
4862,4083,out of stock
4863,4084,out of stock
4864,4085,out of stock
4865,4086,available
4866,4087,available
4867,4088,available
4868,4089,out of stock
4869,4090,out of stock
4870,4091,out of stock
4871,4092,available
4872,4093,available
4873,4094,out of stock
4874,4095,available
4875,4096,out of stock
4876,4097,borrowed
4877,4098,available
4878,4099,out of stock
4879,4100,out of stock
4880,4101,available
4881,4102,available
4882,4103,borrowed
4883,4104,borrowed
4884,4105,borrowed
4885,4106,out of stock
4886,4107,available
4887,4108,borrowed
4888,4109,available
4889,4110,out of stock
4890,4111,borrowed
4891,4112,out of stock
4892,4113,out of stock
4893,4114,borrowed
4894,4115,out of stock
4895,4116,borrowed
4896,4117,out of stock
4897,4118,available
4898,4119,available
4899,4120,available
4900,4121,borrowed
4901,4122,borrowed
4902,4123,borrowed
4903,4124,available
4904,4125,borrowed
4905,4126,available
4906,4127,borrowed
4907,4128,borrowed
4908,4129,available
4909,4130,borrowed
4910,4131,out of stock
4911,4132,out of stock
4912,4133,out of stock
4913,4134,borrowed
4914,4135,borrowed
4915,4136,available
4916,4137,borrowed
4917,4138,available
4918,4139,out of stock
4919,4140,borrowed
4920,4141,available
4921,4142,available
4922,4143,borrowed
4923,4144,borrowed
4924,4145,borrowed
4925,4146,borrowed
4926,4147,borrowed
4927,4148,borrowed
4928,4149,borrowed
4929,4150,borrowed
4930,4151,borrowed
4931,4152,borrowed
4932,4153,available
4933,4154,borrowed
4934,4155,out of stock
4935,4156,borrowed
4936,4157,available
4937,4158,out of stock
4938,4159,out of stock
4939,4160,out of stock
4940,4161,out of stock
4941,4162,out of stock
4942,4163,available
4943,4164,out of stock
4944,4165,out of stock
4945,4166,available
4946,4167,out of stock
4947,4168,borrowed
4948,4169,borrowed
4949,4170,borrowed
4950,4171,available
4951,4172,out of stock
4952,4173,out of stock
4953,4174,borrowed
4954,4175,available
4955,4176,available
4956,4177,available
4957,4178,borrowed
4958,4179,borrowed
4959,4180,borrowed
4960,4181,out of stock
4961,4182,available
4962,4183,out of stock
4963,4184,borrowed
4964,4185,available
4965,4186,out of stock
4966,4187,available
4967,4188,borrowed
4968,4189,out of stock
4969,4190,available
4970,4191,out of stock
4971,4192,out of stock
4972,4193,out of stock
4973,4194,available
4974,4195,available
4975,4196,available
4976,4197,available
4977,4198,available
4978,4199,available
4979,4200,out of stock
4980,4201,borrowed
4981,4202,out of stock
4982,4203,borrowed
4983,4204,available
4984,4205,borrowed
4985,4206,borrowed
4986,4207,out of stock
4987,4208,available
4988,4209,available
4989,4210,borrowed
4990,4211,borrowed
4991,4212,out of stock
4992,4213,out of stock
4993,4214,out of stock
4994,4215,available
4995,4216,out of stock
4996,4217,available
4997,4218,out of stock
4998,4219,available
4999,4220,borrowed
5000,4221,available
5001,4222,out of stock
5002,4223,out of stock
5003,4224,available
5004,4225,available
5005,4226,borrowed
5006,4227,available
5007,4228,borrowed
5008,4229,out of stock
5009,4230,borrowed
5010,4231,borrowed
5011,4232,available
5012,4233,borrowed
5013,4234,out of stock
5014,4235,out of stock
5015,4236,borrowed
5016,4237,available
5017,4238,out of stock
5018,4239,available
5019,4240,borrowed
5020,4241,available
5021,4242,available
5022,4243,borrowed
5023,4244,available
5024,4245,out of stock
5025,4246,borrowed
5026,4247,borrowed
5027,4248,borrowed
5028,4249,out of stock
5029,4250,available
5030,4251,out of stock
5031,4252,borrowed
5032,4253,borrowed
5033,4254,borrowed
5034,4255,borrowed
5035,4256,borrowed
5036,4257,borrowed
5037,4258,borrowed
5038,4259,available
5039,4260,borrowed
5040,4261,out of stock
5041,4262,available
5042,4263,borrowed
5043,4264,available
5044,4265,borrowed
5045,4266,out of stock
5046,4267,borrowed
5047,4268,out of stock
5048,4269,out of stock
5049,4270,borrowed
5050,4271,borrowed
5051,4272,available
5052,4273,available
5053,4274,out of stock
5054,4275,available
5055,4276,borrowed
5056,4277,borrowed
5057,4278,available
5058,4279,borrowed
5059,4280,out of stock
5060,4281,available
5061,4282,available
5062,4283,borrowed
5063,4284,available
5064,4285,available
5065,4286,borrowed
5066,4287,borrowed
5067,4288,available
5068,4289,out of stock
5069,4290,borrowed
5070,4291,borrowed
5071,4292,borrowed
5072,4293,out of stock
5073,4294,borrowed
5074,4295,available
5075,4296,borrowed
5076,4297,borrowed
5077,4298,available
5078,4299,out of stock
5079,4300,out of stock
5080,4301,borrowed
5081,4302,available
5082,4303,available
5083,4304,out of stock
5084,4305,out of stock
5085,4306,out of stock
5086,4307,available
5087,4308,borrowed
5088,4309,borrowed
5089,4310,available
5090,4311,available
5091,4312,out of stock
5092,4313,available
5093,4314,borrowed
5094,4315,out of stock
5095,4316,available
5096,4317,available
5097,4318,out of stock
5098,4319,borrowed
5099,4320,out of stock
5100,4321,borrowed
5101,4322,available
5102,4323,available
5103,4324,out of stock
5104,4325,borrowed
5105,4326,out of stock
5106,4327,available
5107,4328,borrowed
5108,4329,out of stock
5109,4330,out of stock
5110,4331,borrowed
5111,4332,available
5112,4333,available
5113,4334,available
5114,4335,out of stock
5115,4336,borrowed
5116,4337,borrowed
5117,4338,out of stock
5118,4339,out of stock
5119,4340,available
5120,4341,out of stock
5121,4342,borrowed
5122,4343,out of stock
5123,4344,available
5124,4345,borrowed
5125,4346,available
5126,4347,out of stock
5127,4348,out of stock
5128,4349,available
5129,4350,available
5130,4351,borrowed
5131,4352,out of stock
5132,4353,out of stock
5133,4354,borrowed
5134,4355,out of stock
5135,4356,borrowed
5136,4357,borrowed
5137,4358,available
5138,4359,out of stock
5139,4360,available
5140,4361,out of stock
5141,4362,available
5142,4363,available
5143,4364,borrowed
5144,4365,out of stock
5145,4366,borrowed
5146,4367,available
5147,4368,borrowed
5148,4369,borrowed
5149,4370,available
5150,4371,borrowed
5151,4372,borrowed
5152,4373,out of stock
5153,4374,borrowed
5154,4375,borrowed
5155,4376,out of stock
5156,4377,out of stock
5157,4378,available
5158,4379,out of stock
5159,4380,borrowed
5160,4381,out of stock
5161,4382,available
5162,4383,out of stock
5163,4384,borrowed
5164,4385,borrowed
5165,4386,borrowed
5166,4387,out of stock
5167,4388,borrowed
5168,4389,borrowed
5169,4390,available
5170,4391,out of stock
5171,4392,available
5172,4393,borrowed
5173,4394,borrowed
5174,4395,borrowed
5175,4396,borrowed
5176,4397,borrowed
5177,4398,borrowed
5178,4399,available
5179,4400,available
5180,4401,out of stock
5181,4402,out of stock
5182,4403,borrowed
5183,4404,borrowed
5184,4405,out of stock
5185,4406,out of stock
5186,4407,available
5187,4408,available
5188,4409,borrowed
5189,4410,available
5190,4411,available
5191,4412,out of stock
5192,4413,out of stock
5193,4414,out of stock
5194,4415,out of stock
5195,4416,borrowed
5196,4417,available
5197,4418,available
5198,4419,out of stock
5199,4420,available
5200,4421,borrowed
5201,4422,available
5202,4423,out of stock
5203,4424,out of stock
5204,4425,available
5205,4426,borrowed
5206,4427,available
5207,4428,out of stock
5208,4429,available
5209,4430,out of stock
5210,4431,borrowed
5211,4432,available
5212,4433,available
5213,4434,available
5214,4435,borrowed
5215,4436,out of stock
5216,4437,available
5217,4438,available
5218,4439,available
5219,4440,borrowed
5220,4441,borrowed
5221,4442,out of stock
5222,4443,available
5223,4444,borrowed
5224,4445,out of stock
5225,4446,available
5226,4447,borrowed
5227,4448,available
5228,4449,available
5229,4450,borrowed
5230,4451,available
5231,4452,borrowed
5232,4453,out of stock
5233,4454,out of stock
5234,4455,borrowed
5235,4456,out of stock
5236,4457,available
5237,4458,available
5238,4459,out of stock
5239,4460,available
5240,4461,available
5241,4462,borrowed
5242,4463,available
5243,4464,available
5244,4465,borrowed
5245,4466,available
5246,4467,out of stock
5247,4468,borrowed
5248,4469,available
5249,4470,available
5250,4471,out of stock
5251,4472,out of stock
5252,4473,borrowed
5253,4474,available
5254,4475,out of stock
5255,4476,borrowed
5256,4477,out of stock
5257,4478,available
5258,4479,borrowed
5259,4480,borrowed
5260,4481,available
5261,4482,out of stock
5262,4483,available
5263,4484,borrowed
5264,4485,out of stock
5265,4486,out of stock
5266,4487,borrowed
5267,4488,available
5268,4489,available
5269,4490,out of stock
5270,4491,available
5271,4492,borrowed
5272,4493,borrowed
5273,4494,available
5274,4495,borrowed
5275,4496,borrowed
5276,4497,available
5277,4498,available
5278,4499,out of stock
5279,4500,available
5280,4501,borrowed
5281,4502,out of stock
5282,4503,borrowed
5283,4504,available
5284,4505,out of stock
5285,4506,available
5286,4507,borrowed
5287,4508,available
5288,4509,out of stock
5289,4510,borrowed
5290,4511,borrowed
5291,4512,borrowed
