bookid,authorid,publisherid,Book,Genureid,Avg_Rating
1746,2745,11745,Mad Love (DCYE #3),91745,4.23
1747,2746,11746,Love is the Answer God is the Cure,91746,4.29
1748,2747,11747,Crime,91747,3.59
1749,2748,11748,Understanding Comics: The Invisible Art,91748,4.0
1750,2749,11749,The Life and Times of the Thunderbolt Kid,91749,3.93
1751,2750,11750,The Waste Lands (The Dark Tower #3),91750,4.25
1752,2751,11751,Love Medicine (Love Medicine #1),91751,4.01
1753,2752,11752,A Beautiful Mind,91752,4.13
1754,2753,11753,12 Rules for Life: An Antidote to Chaos,91753,3.93
1755,2754,11754,The Bacchae,91754,3.9
1756,2755,11755,If Tomorrow Comes (Tracy Whitney #1),91755,4.06
1757,2756,11756,The Bridges of Madison County,91756,3.67
1758,2757,11757,Kon-Tiki,91757,4.15
1759,2758,11758,All the Pretty Horses (The Border Trilogy #1),91758,4.02
1760,2759,11759,In a Sunburned Country,91759,4.07
1761,2760,11760,The Lincoln Lawyer (The Lincoln Lawyer #1; Harry Bosch Universe #15),91760,4.2
1762,2761,11761,Absalom Absalom!,91761,3.97
1763,2762,11762,Close to Home (Tracy Crosswhite #5),91762,4.3
1764,2763,11763,Night Watch (Watch #1),91763,3.97
1765,2764,11764,Summer of My German Soldier (Summer of My German Soldier #1),91764,3.69
1766,2765,11765,Girl Wash your Face,91765,3.6
1767,2766,11766,Two Treatises of Government,91766,3.87
1768,2767,11767,Anne of Avonlea (Anne of Green Gables #2),91767,4.22
1769,2768,11768,Mister Pip,91768,3.67
1770,2769,11769,Hopeless (Hopeless #1),91769,4.28
1771,2770,11770,The Boy Who Was Raised as a Dog: And Other Stories from a Child Psychiatrist's Notebook,91770,4.58
1772,2771,11771,The Blind Watchmaker: Why the Evidence of Evolution Reveals a Universe Without Design,91771,4.09
1773,2772,11772,The Scorch Trials (The Maze Runner #2),91772,3.9
1774,2773,11773,Villette,91773,3.77
1775,2774,11774,Mr. Mercedes (Bill Hodges Trilogy #1),91774,4.0
1776,2775,11775,Mother Night,91775,4.22
1777,2776,11776,The Changeling (Weald Fae Journals #2),91776,4.12
1778,2777,11777,Stolen (Stolen #1),91777,3.9
1779,2778,11778,Astrophysics for People in a Hurry,91778,4.09
1780,2779,11779,The Surgeon (Rizzoli & Isles #1),91779,4.09
1781,2780,11780,Antifragile: Things That Gain from Disorder,91780,4.1
1782,2781,11781,The Mysterious Island (Captain Nemo #3),91781,4.12
1783,2782,11782,The Bedroom Secrets of the Master Chefs,91782,3.52
1784,2783,11783,A Merciful Death (Mercy Kilpatrick #1),91783,4.16
1785,2784,11784,The Well of Ascension (Mistborn #2),91784,4.38
1786,2785,11785,The Sword of Shannara (The Original Shannara Trilogy #1),91785,3.76
1787,2786,11786,A Gentleman in Moscow,91786,4.34
1788,2787,11787,Housekeeping,91787,3.81
1789,2788,11788,Inspired by The Holy Ghost,91788,4.29
1790,2789,11789,The Lost World (Jurassic Park #2),91789,3.83
1791,2790,11790,Midnight Sun [2008 Draft],91790,4.01
1792,2791,11791,Horns,91791,3.93
1793,2792,11792,Daughter of the Forest  (Sevenwaters #1),91792,4.28
1794,2793,11793,Red Rising (Red Rising Saga #1),91793,4.26
1795,2794,11794,The Bourne Ultimatum (Jason Bourne #3),91794,4.07
1796,2795,11795,Midnight Exposure (Midnight #1),91795,4.12
1797,2796,11796,When You Are Engulfed in Flames,91796,4.07
1798,2797,11797,Alice's Adventures in Wonderland (Alice's Adventures in Wonderland #1),91797,4.0
1799,2798,11798,Eichmann in Jerusalem: A Report on the Banality of Evil,91798,4.2
1800,2799,11799,The Wave,91799,3.6
1801,2800,11800,Ask the Dust (The Saga of Arturo Bandini #3),91800,4.11
1802,2801,11801,The Age of Reason,91801,4.12
1803,2802,11802,Bless Me Ultima,91802,3.81
1804,2803,11803,A Song of Ice and Fire (A Song of Ice and Fire #1-4),91803,4.63
1805,2804,11804,A Street Cat Named Bob: How One Man and His Cat Found Hope on the Streets,91804,3.97
1806,2805,11805,Love is the Answer God is the Cure,91805,4.29
1807,2806,11806,Wir Kinder vom Bahnhof Zoo,91806,4.31
1808,2807,11807,Timeline,91807,3.86
1809,2808,11808,Firestarter,91808,3.91
1810,2809,11809,Scarlet (The Lunar Chronicles #2),91809,4.25
1811,2810,11810,Angelfall (Penryn & the End of Days #1),91810,4.11
1812,2811,11811,We Got Zombies On The Lawn Again Ma,91811,3.44
1813,2812,11812,The Sorrows of Young Mike,91812,3.63
1814,2813,11813,Missing Wings (Aranysargas #1),91813,4.29
1815,2814,11814,The Invisible Game: Mindset of a Winning Team,91814,4.36
1816,2815,11815,Shiver (The Wolves of Mercy Falls #1),91815,3.76
1817,2816,11816,Goblinheart,91816,4.43
1818,2817,11817,Purple Hibiscus,91817,4.18
1819,2818,11818,Corruption (Grumpy Old Wizards #2),91818,3.88
1820,2819,11819,The Legendary Wolf,91819,4.28
1821,2820,11820,The Hundred-Year-Old Man Who Climbed Out of the Window and Disappeared (The Hundred-Year-Old Man #1),91820,3.82
1822,2821,11821,The Power of a Praying Wife,91821,4.33
1823,2822,11822,Life for Life (Talion #3),91822,4.4
1824,2823,11823,Rabbit Run (Rabbit Angstrom #1),91823,3.58
1825,2824,11824,The Monuments Men: Allied Heroes Nazi Thieves and the Greatest Treasure Hunt in History,91824,3.79
1826,2825,11825,Fugly (Fugly #1),91825,3.91
1827,2826,11826,The Silent Patient,91826,4.18
1828,2827,11827,An Astronaut's Guide to Life on Earth,91827,4.16
1829,2828,11828,The Onion Field,91828,4.11
1830,2829,11829,Journey to the End of the Night,91829,4.2
1831,2830,11830,Under the Tuscan Sun: At Home in Italy,91830,3.77
1832,2831,11831,The Woman Warrior,91831,3.73
1833,2832,11832,When You Reach Me,91832,4.08
1834,2833,11833,Big Little Lies,91833,4.3
1835,2834,11834,4 3 2 1,91834,3.95
1836,2835,11835,The End of Faith: Religion Terror and the Future of Reason,91835,3.89
1837,2836,11836,The Robber Bride,91836,3.83
1838,2837,11837,Hunger Makes Me a Modern Girl,91837,3.83
1839,2838,11838,Resilience: Adapt and Plan for the New Abnormal of the Covid-19 Coronavirus Pandemic,91838,4.52
1840,2839,11839,Pedro Páramo,91839,4.06
1841,2840,11840,Ben-Hur: A Tale of the Christ,91840,4.03
1842,2841,11841,And the Band Played On: Politics People and the AIDS Epidemic,91841,4.37
1843,2842,11842,We Were Liars,91842,3.7
1844,2843,11843,Rage of Angels,91843,3.96
1845,2844,11844,Percy Jackson and the Olympians (Percy Jackson and the Olympians #1-3),91844,4.54
1846,2845,11845,Shadow of Night (All Souls #2),91845,4.07
1847,2846,11846,Conduit (Emily Monroe #1),91846,3.95
1848,2847,11847,Turtles All the Way Down,91847,3.9
1849,2848,11848,A Connecticut Yankee in King Arthur's Court,91848,3.77
1850,2849,11849,The Talented Mr. Ripley (Ripley #1),91849,3.94
1851,2850,11850,Narcopolis,91850,3.43
1852,2851,11851,Man and His Symbols,91851,4.18
1853,2852,11852,The Feminine Mystique,91852,3.86
1854,2853,11853,On Tyranny: Twenty Lessons from the Twentieth Century,91853,4.19
1855,2854,11854,The Deepest Well: Healing the Long-Term Effects of Childhood Adversity,91854,4.48
1856,2855,11855,Moon Palace,91855,3.98
1857,2856,11856,Plato: Complete Works,91856,4.37
1858,2857,11857,The Crimson Petal and the White,91857,3.88
1859,2858,11858,What Happened,91858,3.92
1860,2859,11859,A Darker Shade of Magic (Shades of Magic #1),91859,4.07
1861,2860,11860,A Son of the Circus,91860,3.65
1862,2861,11861,Hunger: A Memoir of (My) Body,91861,4.18
1863,2862,11862,The Power and the Glory,91862,3.98
1864,2863,11863,O Pioneers! (Great Plains Trilogy #1),91863,3.89
1865,2864,11864,The Sisters Brothers,91864,3.85
1866,2865,11865,Past Present and Promises,91865,4.02
1867,2866,11866,Father Forgive Us for We Know Not What We Do,91866,4.13
1868,2867,11867,The Sign of Four (Sherlock Holmes #2),91867,3.91
1869,2868,11868,But What If We're Wrong? Thinking About the Present As If It Were the Past,91868,3.66
1870,2869,11869,Space Trilogy: Out of the Silent Planet / Perelandra / That Hideous Strength,91869,4.16
1871,2870,11870,Midnight Obsession (Midnight #4),91870,4.31
1872,2871,11871,Women Who Run With the Wolves,91871,4.13
1873,2872,11872,The Book of Disquiet,91872,4.42
1874,2873,11873,Anne of the Island (Anne of Green Gables #3),91873,4.26
1875,2874,11874,In the Heart of the Sea: The Tragedy of the Whaleship Essex,91874,4.14
1876,2875,11875,The Naked and the Dead,91875,3.94
1877,2876,11876,The Man Without Qualities,91876,4.19
1878,2877,11877,These Three Words,91877,4.37
1879,2878,11878,Her Final Breath (Tracy Crosswhite #2),91878,4.31
1880,2879,11879,How to Be a Woman,91879,3.72
1881,2880,11880,Assassin's Apprentice (Farseer Trilogy #1),91880,4.17
1882,2881,11881,Cloudstreet,91881,4.01
1883,2882,11882,The Street Lawyer,91882,3.87
1884,2883,11883,Searching for Ganesha: Collecting Images of the Sweet-Loving Elephant-Headed Hindu Deity Everybody Admires,91883,4.34
1885,2884,11884,Betrayal of Justice (Zachary Blake Betrayal #2),91884,4.26
1886,2885,11885,Betrayal In Blue (Zachary Blake Legal Thriller #3),91885,4.33
1887,2886,11886,The City of Dreaming Books (Zamonia #4),91886,4.38
1888,2887,11887,Bad Feminist,91887,3.94
1889,2888,11888,Earth Abides,91888,3.95
1890,2889,11889,Sphere,91889,3.82
1891,2890,11890,Life After Life (Todd Family #1),91890,3.77
1892,2891,11891,A Breath of Snow and Ashes (Outlander #6),91891,4.43
1893,2892,11892,The Right Stuff,91892,4.22
1894,2893,11893,The Immortals of Meluha (Shiva Trilogy #1),91893,4.12
1895,2894,11894,Let's Explore Diabetes with Owls,91894,3.84
1896,2895,11895,Why We Never Repeat Jokes?,91895,4.23
1897,2896,11896,Stage Fright,91896,4.42
1898,2897,11897,Raintree County,91897,3.95
1899,2898,11898,The Sea of Tranquility,91898,4.29
1900,2899,11899,18 Minutes: Find Your Focus Master Distraction and Get the Right Things Done,91899,3.8
1901,2900,11900,The Magicians (The Magicians #1),91900,3.53
1902,2901,11901,Intensity,91901,4.04
1903,2902,11902,Isaac's Storm: A Man a Time and the Deadliest Hurricane in History,91902,4.04
1904,2903,11903,Jesus’ Son,91903,4.13
1905,2904,11904,All the Single Ladies: Unmarried Women and the Rise of an Independent Nation,91904,4.0
1906,2905,11905,Shakespeare: The World as Stage,91905,3.81
1907,2906,11906,The Worst Hard Time: The Untold Story of Those Who Survived the Great American Dust Bowl,91906,4.04
1908,2907,11907,Leap of Faith (The Rufino Factor Book One),91907,4.18
1909,2908,11908,The Birth of Venus,91908,3.81
1910,2909,11909,Lysistrata,91909,3.85
1911,2910,11910,Out of Africa,91910,3.92
1912,2911,11911,Xenocide (Ender's Saga #3),91911,3.81
1913,2912,11912,Hey Nostradamus!,91912,3.73
1914,2913,11913,Princess Academy (Princess Academy #1),91913,4.03
1915,2914,11914,Assassination Vacation,91914,3.93
1916,2915,11915,Richard III,91915,3.91
1917,2916,11916,The Ways of Autumn,91916,4.36
1918,2917,11917,A Gracious Enemy & After the War Volume One,91917,4.3
1919,2918,11918,Kitchen Confidential: Adventures in the Culinary Underbelly,91918,4.13
1920,2919,11919,In Order to Live: A North Korean Girl's Journey to Freedom,91919,4.49
1921,2920,11920,Tomorrow When the War Began (Tomorrow #1),91920,4.04
1922,2921,11921,Sex at Dawn: The Prehistoric Origins of Modern Sexuality,91921,3.98
1923,2922,11922,Proud Pada (The Last Lumenian #3),91922,4.33
1924,2923,11923,The River of Doubt: Theodore Roosevelt's Darkest Journey,91923,4.17
1925,2924,11924,Asterix the Gaul (Asterix #1),91924,4.18
1926,2925,11925,Killing Lincoln: The Shocking Assassination that Changed America Forever,91925,4.04
1927,2926,11926,Three Comrades,91926,4.48
1928,2927,11927,The Gifts of Imperfection,91927,4.25
1929,2928,11928,From Time to Time,91928,4.46
1930,2929,11929,The Last Lecture,91929,4.26
1931,2930,11930,Bel-Ami,91930,3.85
1932,2931,11931,Awaken Your Alpha: Tales and Tactics to Thrive,91931,4.58
1933,2932,11932,A Gallery of Mothers (Brathius History #2),91932,4.35
1934,2933,11933,It's the Stars Will Be Our Lamps,91933,3.91
1935,2934,11934,The Power of Positive Thinking,91934,4.17
1936,2935,11935,The Legend of Dell Briggers,91935,4.41
1937,2936,11936,How Green Was My Valley,91936,4.2
1938,2937,11937,The Bloody Chamber and Other Stories,91937,3.94
1939,2938,11938,The Mote in God's Eye (Moties #1),91938,4.07
1940,2939,11939,Out of My Mind,91939,4.36
1941,2940,11940,Gone (Gone #1),91940,3.86
1942,2941,11941,A Hero of Our Time,91941,4.11
1943,2942,11942,Bird Box (Bird Box #1),91942,4.04
1944,2943,11943,Big Money: A Global Financial Thriller (Financial Conspiracy Series Book 1),91943,3.87
1945,2944,11944,The Silver Chair (Chronicles of Narnia #4),91944,3.96
1946,2945,11945,Small Great Things,91945,4.35
1947,2946,11946,Genghis Khan and the Making of the Modern World,91946,4.04
1948,2947,11947,The Girl with All the Gifts (The Girl with All the Gifts #1),91947,3.95
1949,2948,11948,A Gathering of Twine,91948,4.27
1950,2949,11949,Grim Fairy Tales,91949,4.54
1951,2950,11950,The Female Eunuch,91950,3.7
1952,2951,11951,The Cuckoo's Calling (Cormoran Strike #1),91951,3.88
1953,2952,11952,The Spirit Catches You and You Fall Down: A Hmong Child Her American Doctors and the Collision of Two Cultures,91952,4.19
1954,2953,11953,The Luminaries,91953,3.74
1955,2954,11954,Hairspray and Lighter,91954,4.48
1956,2955,11955,Positive Thoughts Positive Outcomes: Master the Fourteen Principles to Transform Your Life,91955,4.02
1957,2956,11956,A History of God: The 4000-Year Quest of Judaism Christianity and Islam,91956,3.88
1958,2957,11957,Blood and Guts in High School,91957,3.46
1959,2958,11958,The Sunne in Splendour,91958,4.4
1960,2959,11959,Guilty Pleasures (Anita Blake Vampire Hunter #1),91959,4.02
1961,2960,11960,I Am Nujood Age 10 and Divorced,91960,3.81
1962,2961,11961,Buddenbrooks: The Decline of a Family,91961,4.18
1963,2962,11962,The Eight (The Eight #1),91962,3.92
1964,2963,11963,Annabel Horton Lost Witch of Salem,91963,4.21
1965,2964,11964,Pleasant Day,91964,4.31
1966,2965,11965,Where She Went (If I Stay #2),91965,3.99
1967,2966,11966,The Information,91966,3.59
1968,2967,11967,Stavros,91967,4.4
1969,2968,11968,Fables of the Reconstruction,91968,4.13
1970,2969,11969,Anansi Boys (American Gods #2),91969,4.04
1971,2970,11970,Julie and Julia: 365 Days 524 Recipes 1 Tiny Apartment Kitchen,91970,3.71
1972,2971,11971,Delta of Venus,91971,3.62
1973,2972,11972,Flash Boys: A Wall Street Revolt,91972,4.14
1974,2973,11973,The Raven Boys (The Raven Cycle #1),91973,4.05
1975,2974,11974,Fever 1793,91974,3.93
1976,2975,11975,Master of the Game,91975,4.14
1977,2976,11976,Fall on Your Knees,91976,3.97
1978,2977,11977,Spilled Milk,91977,4.41
1979,2978,11978,The Shelters of Stone (Earth's Children #5),91978,3.85
1980,2979,11979,Uncovering Love,91979,4.28
1981,2980,11980,Phèdre,91980,3.7
1982,2981,11981,Balzac and the Little Chinese Seamstress,91981,3.64
1983,2982,11982,Inherit the Wind: The Powerful Courtroom Drama in which Two Men Wage the Legal War of the Century,91982,3.93
1984,2983,11983,Parable of the Sower (Earthseed #1),91983,4.21
1985,2984,11984,Sold,91984,4.23
1986,2985,11985,Mornings in Jenin,91985,4.43
1987,2986,11986,When Nietzsche Wept,91986,4.36
1988,2987,11987,Leading Hybrid and Remote Teams: A Manual on Benchmarking to Best Practices for Competitive Advantage,91987,4.45
1989,2988,11988,Bottled Lightning,91988,4.14
1990,2989,11989,Diet for a New America: How Your Food Choices Affect Your Health Happiness and the Future of Life on Earth,91989,4.18
1991,2990,11990,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,91990,4.02
1992,2991,11991,Regeneration (Regeneration #1),91991,4.02
1993,2992,11992,Les Liaisons dangereuses,91992,4.06
1994,2993,11993,March: Book One (March #1),91993,4.34
1995,2994,11994,Have a Little Faith: a True Story,91994,4.18
1996,2995,11995,At Home: A Short History of Private Life,91995,3.98
1997,2996,11996,Hillbilly Tales from the Smoky Mountains - And Other Homespun Remedies Proverbs and Poetry,91996,3.84
1998,2997,11997,The Sandman Vol. 1: Preludes & Nocturnes,91997,4.25
1999,2998,11998,A Great Sage and A Rascal Named Doku,91998,4.13
2000,2999,11999,Slaves of New York,91999,3.49
2001,3000,12000,The Electric Kool-Aid Acid Test,92000,3.92
2002,3001,12001,The Earthsea Trilogy (Earthsea Cycle #1-3),92001,4.28
2003,3002,12002,A Long Way Down,92002,3.43
2004,3003,12003,The Zombie Survival Guide: Complete Protection from the Living Dead,92003,3.85
2005,3004,12004,Words are our Sorcery,92004,4.53
2006,3005,12005,Tiny Beautiful Things: Advice on Love and Life from Dear Sugar,92005,4.25
2007,3006,12006,The Leopard,92006,4.01
2008,3007,12007,A Merciful Secret (Mercy Kilpatrick #3),92007,4.35
2009,3008,12008,Call of the Kami,92008,4.14
2010,3009,12009,A Dad After God's Own Heart: Becoming the Father Your Kids Need,92009,4.23
2011,3010,12010,The Stranger in the Woods: The Extraordinary Story of the Last True Hermit,92010,3.89
2012,3011,12011,The Secret of the Nagas (Shiva Trilogy #2),92011,4.09
2013,3012,12012,Defending Jacob,92012,3.99
2014,3013,12013,Redwall (Redwall #1),92013,4.13
2015,3014,12014,Into the Wild (Warriors #1),92014,4.31
2016,3015,12015,The Gene: An Intimate History,92015,4.35
2017,3016,12016,Mind Hunter: Inside the FBI's Elite Serial Crime Unit,92016,4.08
2018,3017,12017,The Mysterious Benedict Society (The Mysterious Benedict Society #1),92017,4.19
2019,3018,12018,I'd Tell You I Love You But Then I'd Have to Kill You (Gallagher Girls #1),92018,3.84
2020,3019,12019,Growth of the Soil,92019,4.23
2021,3020,12020,Betrayal In Black (Zachary Blake Legal Thriller #4),92020,4.31
2022,3021,12021,Ferdydurke,92021,3.78
2023,3022,12022,The Ugly American,92022,4.05
2024,3023,12023,Tiger's Voyage (The Tiger Saga #3),92023,4.27
2025,3024,12024,Cat on a Hot Tin Roof,92024,4.06
2026,3025,12025,You're Never Weird on the Internet,92025,4.07
2027,3026,12026,A Castle of Doomsday,92026,4.26
2028,3027,12027,Cell,92027,3.66
2029,3028,12028,The Sense of an Ending,92028,3.73
2030,3029,12029,2666,92029,4.19
2031,3030,12030,Room,92030,4.07
2032,3031,12031,Slouching Towards Bethlehem,92031,4.19
2033,3032,12032,The Design of Everyday Things,92032,4.15
2034,3033,12033,Extreme,92033,4.39
2035,3034,12034,Missoula: Rape and the Justice System in a College Town,92034,4.1
2036,3035,12035,Dark Money: The Hidden History of the Billionaires Behind the Rise of the Radical Right,92035,4.3
2037,3036,12036,The Demon,92036,3.89
2038,3037,12037,The Nicomachean Ethics,92037,3.98
2039,3038,12038,Brooklyn,92038,3.69
2040,3039,12039,Rising Strong: The Reckoning. The Rumble. The Revolution.,92039,4.25
2041,3040,12040,The Argonauts: A Memoir,92040,4.02
2042,3041,12041,The Six Wives of Henry VIII,92041,4.1
