,authorid,Author
3452,4452,Brené Brown
3453,4453,Liz  Cowan
3454,4454,Octavia E. Butler
3455,4455,Jamie McHone
3456,4456,Jenna Miscavige Hill
3457,4457,Alexandria Ayers
3458,4458,Romain Gary
3459,4459,Jason Latshaw
3460,4460,Shari Lapena
3461,4461,Barbara Demick
3462,4462,Arun D. Ellis
3463,4463,Jandy Nelson
3464,4464,Henrik Ibsen
3465,4465,Guy Winch
3466,4466,Justina Chen
3467,4467,Cinda Williams Chima
3468,4468,Julie Morgenstern
3469,4469,Julie Mannino
3470,4470,Lloyd Alexander
3471,4471,Nikolai Gogol
3472,4472,Linda Sue Park
3473,4473,Edward P. Jones
3474,4474,Dean Koontz
3475,4475,Erik Larson
3476,4476,Joanne Harris
3477,4477,Rita Mae Brown
3478,4478,David Baldacci
3479,4479,Thomas Hobbes
3480,4480,Pete Hamill
3481,4481,Claire North
3482,4482,Barbara Oakley
3483,4483,Gay Hendricks
3484,4484,Kim Hebert
3485,4485,D.M. Samson
3486,4486,Tess Gerritsen
3487,4487,Robert Louis Stevenson
3488,4488,Catherine Forsayeth
3489,4489,Edgar Allan Poe
3490,4490,Blake Crouch
3491,4491,Gabriel Wyner
3492,4492,Anonymous
3493,4493,Lynne Reid Banks
3494,4494,Angela Y. Davis
3495,4495,Julie Mannino
3496,4496,Octavia E. Butler
3497,4497,Zoe Saadia
3498,4498,R.A. Salvatore
3499,4499,T.M. Mendes
3500,4500,Friedrich Dürrenmatt
3501,4501,Eugene O'Neill
3502,4502,Don DeLillo
3503,4503,Angie Sage
3504,4504,Kyle Keyes
3505,4505,Mario Puzo
3506,4506,Linda Castillo
3507,4507,Aaron-Michael Hall
3508,4508,Byron Katie
3509,4509,Robert Jordan
3510,4510,Sharon Kay Penman
3511,4511,Stephen King
3512,4512,Linda    Armstrong
3513,4513,David Shannon
3514,4514,Jaroslav Hašek
3515,4515,Vincent Panettiere
3516,4516,William Golding
3517,4517,Kerry Patterson
3518,4518,Kerry Patterson
3519,4519,Doris Pilkington
3520,4520,Christopher R. Browning
3521,4521,Ian Fleming
3522,4522,Lee Child
3523,4523,Tony Kushner
3524,4524,Og Mandino
3525,4525,Orhan Pamuk
3526,4526,Amy Tan
3527,4527,Harold S. Kushner
3528,4528,Marshall B. Rosenberg
3529,4529,Claire Monette
3530,4530,Marina Lewycka
3531,4531,Jennifer Egan
3532,4532,Elizabeth George
3533,4533,M.J. Thompson
3534,4534,M.L. Rio
3535,4535,Stephen King
3536,4536,Seth Grahame-Smith
3537,4537,Richard Louv
3538,4538,Jonathan Maberry
3539,4539,Jennifer Brown
3540,4540,Shunryu Suzuki
3541,4541,Michael A. Singer
3542,4542,Andrew P. Weston
3543,4543,Lee Child
3544,4544,Yukio Mishima
3545,4545,Carolyn Jessop
3546,4546,Chris Titus
3547,4547,Fyodor Dostoevsky
3548,4548,Herman Melville
3549,4549,A.S.A. Harrison
3550,4550,Cal Newport
3551,4551,John Wyndham
3552,4552,Judith McNaught
3553,4553,Chuck Palahniuk
3554,4554,Kate Mosse
3555,4555,Jonathan Tropper
3556,4556,Robert Galbraith
3557,4557,Edmund J. Bourne
3558,4558,S.J. Scott
3559,4559,Sue Johnson
3560,4560,Frank Herbert
3561,4561,Daniel C. Dennett
3562,4562,Steven Pinker
3563,4563,Dr. Seuss
3564,4564,Kami Garcia
3565,4565,Anna Gallegos
3566,4566,Terry Pratchett
3567,4567,Mark B. Frost
3568,4568,Richard Sprout
3569,4569,François Rabelais
3570,4570,David Mamet
3571,4571,Terry Pratchett
3572,4572,Arthur Conan Doyle
3573,4573,Ian Fleming
3574,4574,Douglas Preston
3575,4575,Janet E. Morris
3576,4576,Carrie Fisher
3577,4577,Oyinkan Braithwaite
3578,4578,James Patterson
3579,4579,August Wilson
3580,4580,Chris Hardwick
3581,4581,Elizabeth von Arnim
3582,4582,Chuck Palahniuk
3583,4583,Napoleon Hill
3584,4584,Gerald N. Lund
3585,4585,Hannah Hurnard
3586,4586,Scott Sigler
3587,4587,Lewis Carroll
3588,4588,Margaret Edson
3589,4589,Brandon Sanderson
3590,4590,Thomas A. Harris
3591,4591,C.S. Lewis
3592,4592,Max Lucado
3593,4593,Gallup
3594,4594,Scott Westerfeld
3595,4595,Lauren Oliver
3596,4596,Henry Cloud
3597,4597,Carrie Ryan
3598,4598,Julie Andrews Edwards
3599,4599,Amelia Bert
3600,4600,Justin Richardson
3601,4601,Margret Rey
3602,4602,Terry Pratchett
3603,4603,Michelle Paver
3604,4604,Nicolas Ryan Moore
3605,4605,Tess Gerritsen
3606,4606,Karl Wiggins
3607,4607,Hilary Davidson
3608,4608,Edward B. Burger
3609,4609,Gary Jennings
3610,4610,Anthony Burgess
3611,4611,Tom Clancy
3612,4612,Ryan Holiday
3613,4613,Ronald Wright
3614,4614,Tove Jansson
3615,4615,Arthur C. Clarke
3616,4616,E.R. Braithwaite
3617,4617,Augusten Burroughs
3618,4618,Douglas Adams
3619,4619,Anaïs Nin
3620,4620,Helen Fielding
3621,4621,Jane Jacobs
3622,4622,Graham Hancock
3623,4623,Laurie Lee
3624,4624,S.A. Chakraborty
3625,4625,Miep Gies
3626,4626,Violet Samuels
3627,4627,Cornelia Funke
3628,4628,James Rollins
3629,4629,V.E. Schwab
3630,4630,James L. Swanson
3631,4631,Anne Sexton
3632,4632,Thomas Wolfe
3633,4633,Joyce Meyer
3634,4634,Ian Falconer
3635,4635,Barbara Park
3636,4636,Violet Samuels
3637,4637,Neil Gaiman
3638,4638,Marisa de los Santos
3639,4639,Dan Simmons
3640,4640,Philippa Gregory
3641,4641,Jack Canfield
3642,4642,Diana Gabaldon
3643,4643,Gloria Naylor
3644,4644,Judy Blume
3645,4645,Cressida Cowell
3646,4646,Dalai Lama XIV
3647,4647,Karl Wiggins
3648,4648,Sharon J. Bolton
3649,4649,Carl Sagan
3650,4650,Douglas Coupland
3651,4651,A.J. Jacobs
3652,4652,J.B. Priestley
3653,4653,Beverly Cleary
3654,4654,Camilla Läckberg
3655,4655,Ezra Jack Keats
3656,4656,Dale Carnegie
3657,4657,William Shakespeare
3658,4658,James Dickey
3659,4659,Enid Blyton
3660,4660,Sarah J. Maas
3661,4661,Kim Young-ha
3662,4662,Max Lucado
3663,4663,Robert Graves
3664,4664,Nate Silver
3665,4665,George Bernard Shaw
3666,4666,Clifford D. Simak
3667,4667,John Galsworthy
3668,4668,Lucretius
3669,4669,Thomas M. Sterner
3670,4670,Mo Willems
3671,4671,The Church of Jesus Christ of Latter-day Saints
3672,4672,Daniel Suarez
3673,4673,Holly Black
3674,4674,Erik Larson
3675,4675,Allan Bloom
3676,4676,Aprilynne Pike
3677,4677,Iain Pears
3678,4678,Lemony Snicket
3679,4679,Lemony Snicket
3680,4680,N.K. Jemisin
3681,4681,Greg Mortenson
3682,4682,Chevy Stevens
3683,4683,Homer Hickam
3684,4684,Robert Cormier
3685,4685,Audrey Niffenegger
3686,4686,Dennis Lehane
3687,4687,Nicholas Sparks
3688,4688,Scott Heim
3689,4689,Aleister Crowley
3690,4690,Barry Kirwan
3691,4691,Brennan Manning
3692,4692,William R. Forstchen
3693,4693,Bernard Malamud
3694,4694,Sam Shepard
3695,4695,Phyllis Reynolds Naylor
3696,4696,Cassandra Clare
3697,4697,Lauren Jackson
3698,4698,Jocko Willink
3699,4699,Ichiro Kishimi
3700,4700,David Light Shields
3701,4701,Sharon Roni Ellis
3702,4702,Iimani David
3703,4703,Emily Giffin
3704,4704,Dennis Sharpe
3705,4705,Reyna Hawk
3706,4706,Alana Woods
3707,4707,Sarah Ann Walker
3708,4708,David McCullough
3709,4709,G.E.F. Neilson
3710,4710,S.E. Meyer
3711,4711,Nancy Temple Rodrigue
3712,4712,Jennifer Szewczuk
3713,4713,J. Abram Barneck
3714,4714,Kelly St. Clare
3715,4715,Alice Rhodes
3716,4716,Waheed Ibne Musa
3717,4717,Tom Clancy
3718,4718,William Shakespeare
3719,4719,Graham Kerr
3720,4720,Bob  Williams
3721,4721,Adnan Aslam
3722,4722,Mark McCants
3723,4723,Sanchit Gupta
3724,4724,Emily  Williams
3725,4725,Aviya Carmen
3726,4726,B.Q. Hanson
3727,4727,Ravi   Pathak
3728,4728,Tosca Lee
3729,4729,Charlie J. Eskew
3730,4730,Cliff Lerner
3731,4731,Mike  Davis
3732,4732,Frank
3733,4733,Shanti Hershenson
3734,4734,Robin Roe
3735,4735,Elijah   Hill
3736,4736,Domagoj Pernar
3737,4737,"Arthur ""Sam"" Murakami"
3738,4738,Jules Verne
3739,4739,Ann Howard Creel
3740,4740,Tammy Lang
3741,4741,Jonathan Culver
3742,4742,Celso Cukierkorn
3743,4743,Roger Zelazny
3744,4744,TyCobbsTeeth
3745,4745,Michael Greger
3746,4746,Farah Cook
3747,4747,Evelyn Alsultany
3748,4748,Ian Breck
3749,4749,Alana Woods
3750,4750,Lane Diamond
3751,4751,J.S. Jaeger
3752,4752,Alexei Maxim Russell
3753,4753,Lucian Bane
3754,4754,Renée Knight
3755,4755,Jonathan Kozol
3756,4756,Lindsay Anne Kendal
3757,4757,Zoe Saadia
3758,4758,Jonathan Culver
3759,4759,Kathy Reichs
3760,4760,John Zunski
3761,4761,Euripides
3762,4762,Farah Cook
3763,4763,Alice Feeney
3764,4764,K.J. Rigby
3765,4765,Reyna Hawk
3766,4766,Michel Foucault
3767,4767,Judy Blume
3768,4768,Michael  West
3769,4769,Alexei Maxim Russell
3770,4770,Nancy Temple Rodrigue
3771,4771,Heather  Marsh
3772,4772,Lori Gottlieb
3773,4773,Lindsay Anne Kendal
3774,4774,John Zunski
3775,4775,Vee Hoffman
3776,4776,Ella James
3777,4777,Stephen Biro
3778,4778,Melodie Ramone
3779,4779,Laura Thalassa
3780,4780,Mitch Albom
3781,4781,Agatha Christie
3782,4782,Colleen Hoover
3783,4783,Haruki Murakami
3784,4784,Viral Dalal
3785,4785,Irwin Shaw
3786,4786,Ammar Habib
3787,4787,Tony  Thorne
3788,4788,Claire McGowan
3789,4789,Chanel Miller
3790,4790,D.E.M. Emrys
3791,4791,Stephen Biro
3792,4792,Tianna Holley
3793,4793,Gary D. Schmidt
3794,4794,C.J. Sansom
3795,4795,أشرف العشماوي
3796,4796,Italo Calvino
3797,4797,Michael Thomas Ford
3798,4798,Chuck Palahniuk
3799,4799,Melina Marchetta
3800,4800,Diane  Brown
3801,4801,Stephanie A. Collins
3802,4802,Renée Paule
3803,4803,Amit Ray
3804,4804,Olaudah Equiano
3805,4805,Vernor Vinge
3806,4806,Reyna Hawk
3807,4807,Robb Grindstaff
3808,4808,Nancy Temple Rodrigue
3809,4809,Luca Bosurgi
3810,4810,Jennifer Sodini
3811,4811,Sherri Hayes
3812,4812,Vladimir Nabokov
3813,4813,Chip Heath
3814,4814,Ken Follett
3815,4815,D.E.M. Emrys
3816,4816,Oscar Wilde
3817,4817,Johann Hari
3818,4818,Kristofer Clarke
3819,4819,Lee Child
3820,4820,Phillip C. McGraw
3821,4821,Hugh Howey
3822,4822,Sybrina Durant
3823,4823,Max Lucado
3824,4824,M. Clifford
3825,4825,Mark  Miller
3826,4826,Beth Hoffman
3827,4827,Peter Straub
3828,4828,Anthony Horowitz
3829,4829,Anonymous
3830,4830,Lemony Snicket
3831,4831,Moss Whelan
3832,4832,Alex Letner
3833,4833,Diane  May
3834,4834,J. Mark G. Williams
3835,4835,Shauna Niequist
3836,4836,Julia Donaldson
3837,4837,Lindsay Buroker
3838,4838,Elizabeth Gilbert
3839,4839,Alex Letner
3840,4840,Alex Letner
3841,4841,Neal Shusterman
3842,4842,Bill Burnett
3843,4843,Samad Behrangi
3844,4844,Nicholas Sparks
3845,4845,Elizabeth Gaskell
3846,4846,R.K. Narayan
3847,4847,Nancy Temple Rodrigue
3848,4848,Aimee Bender
3849,4849,Bertolt Brecht
3850,4850,H.P. Lovecraft
3851,4851,David Michie
3852,4852,Sarah  Robinson
3853,4853,Nathan  Hill
3854,4854,Allan C. Weisbecker
3855,4855,Piers Anthony
3856,4856,Conor Grennan
3857,4857,Reyna Hawk
3858,4858,Eben Alexander
3859,4859,Richard Bachman
3860,4860,Alex Letner
3861,4861,Kate Atkinson
3862,4862,Blake Crouch
3863,4863,Adam M. Grant
3864,4864,Eli Wilde
3865,4865,Anonymous
3866,4866,Joe McGinniss
3867,4867,Alexandra Bracken
3868,4868,Fred Uhlman
3869,4869,Lucian Bane
3870,4870,Nicola Yoon
3871,4871,Par Lagerkvist
3872,4872,Alessandro Baricco
3873,4873,Iain M. Banks
3874,4874,Nancy Temple Rodrigue
3875,4875,Ira Levin
3876,4876,Alex Letner
3877,4877,Alex Letner
3878,4878,Char Cam
3879,4879,Richard Osman
3880,4880,Daniel Coyle
3881,4881,Howard Zinn
3882,4882,Jerry Spinelli
3883,4883,Tove Jansson
3884,4884,Edgar Allan Poe
3885,4885,Tracey Garvis Graves
3886,4886,B. Kristin McMichael
3887,4887,Pam Muñoz Ryan
3888,4888,Haruki Murakami
3889,4889,Oscar Wilde
3890,4890,Bohumil Hrabal
3891,4891,John   Pease
3892,4892,Elizabeth Barrett Browning
3893,4893,Malika Oufkir
3894,4894,Ashwin Sanghi
3895,4895,Michael Morpurgo
3896,4896,Fredrik Backman
3897,4897,Tanya Thompson
3898,4898,Alice Hoffman
3899,4899,Piers Steel
3900,4900,Leo Babauta
3901,4901,Michael G. Kramer
3902,4902,Julie Mannino
3903,4903,Karl Braungart
3904,4904,Adam Long
3905,4905,Karen Marie Moning
3906,4906,Jeanne Wakatsuki Houston
3907,4907,Dorothy Dunnett
3908,4908,Mira Grant
3909,4909,Michael   Newton
3910,4910,Nancy Temple Rodrigue
3911,4911,Jonathan Stroud
3912,4912,Cixin Liu
3913,4913,Hawa L Crickmore
3914,4914,Alessandro Baricco
3915,4915,Rupert Thomson
3916,4916,John Richard Spencer
3917,4917,Ellen Hendriksen
3918,4918,Matt Haig
3919,4919,Jhumpa Lahiri
3920,4920,Terry Brooks
3921,4921,Neal Stephenson
3922,4922,Hunter S. Thompson
3923,4923,Paulo Coelho
3924,4924,Barry Eisler
3925,4925,Reyna Hawk
3926,4926,Kurt Vonnegut Jr.
3927,4927,Lucian Bane
3928,4928,R.D. Blackmore
3929,4929,Albert Camus
3930,4930,Maria Johnsen
3931,4931,James Rollins
3932,4932,Steven  Hall
3933,4933,Jenny Han
3934,4934,James Sillwood
3935,4935,James Sillwood
3936,4936,James Sillwood
3937,4937,Cathy Octo
3938,4938,Angie Thomas
3939,4939,Heather   Morris
3940,4940,Neil Gaiman
3941,4941,Newton Lee
3942,4942,Madeleine L'Engle
3943,4943,J.A. Redmerski
3944,4944,Herman Wouk
3945,4945,David Deida
3946,4946,Ta-Nehisi Coates
3947,4947,Vaddey Ratner
3948,4948,Alex Letner
3949,4949,Jodi Picoult
3950,4950,Dean Koontz
3951,4951,Kent Haruf
3952,4952,James Patterson
3953,4953,Elizabeth Gilbert
3954,4954,Lloyd Alexander
3955,4955,Nataša Pantović
3956,4956,Sarah Dessen
3957,4957,Isaac Asimov
3958,4958,Paulo Coelho
3959,4959,Timothy Zahn
3960,4960,Chloe  Benjamin
3961,4961,Douglas Preston
3962,4962,Jason  Matthews
3963,4963,Arianna Huffington
3964,4964,Thomas Hardy
3965,4965,Timothy J. Keller
3966,4966,Zoe Saadia
3967,4967,Carrie Salo
3968,4968,Brandon Sanderson
3969,4969,Stephen King
3970,4970,Gillian Flynn
3971,4971,Alex Letner
3972,4972,Alex Letner
3973,4973,Nataša Pantović
3974,4974,Neal Stephenson
3975,4975,J.F. Kirwan
3976,4976,Alistair MacLeod
3977,4977,Daniel Coyle
3978,4978,Zoe Saadia
3979,4979,Tad Williams
3980,4980,Alex Letner
3981,4981,Robert Jordan
3982,4982,Stanisław Lem
3983,4983,Inga Muscio
3984,4984,Julia Child
3985,4985,Taylor Caldwell
3986,4986,Kurt Vonnegut Jr.
3987,4987,Grahame Shannon
3988,4988,Diana Wynne Jones
3989,4989,Eckhart Tolle
3990,4990,Zoe Saadia
3991,4991,Kathrine Kressmann Taylor
3992,4992,Craig Silvey
3993,4993,Adam Steven Page
3994,4994,Mark M. Bello
3995,4995,Chris J. Anderson
3996,4996,Louis L'Amour
3997,4997,Christopher Paolini
3998,4998,Mark  Lawrence
3999,4999,Walter Van Tilburg Clark
4000,5000,Slavomir Rawicz
4001,5001,Gabrielle Zevin
4002,5002,David  Brooks
4003,5003,Lauren Oliver
4004,5004,Ursula K. Le Guin
4005,5005,Miriam Sawan
4006,5006,Misty Mount
4007,5007,Fredrik Backman
4008,5008,Viet Thanh Nguyen
4009,5009,Taylor Jenkins Reid
4010,5010,Ocean Vuong
4011,5011,Seneca
4012,5012,Graham Greene
4013,5013,Patrick O'Scheen
4014,5014,Ashley Winters
4015,5015,Allan Pease
4016,5016,Hank Green
4017,5017,Irvine Welsh
4018,5018,Greer Hendricks
4019,5019,Emily St. John Mandel
4020,5020,Alfie Kohn
4021,5021,Dmitry Glukhovsky
4022,5022,Dorothy L. Sayers
4023,5023,Zoe Saadia
4024,5024,Roger Zelazny
4025,5025,Bern Bolo
4026,5026,Friedrich Nietzsche
4027,5027,Ilona Andrews
4028,5028,Megan Miranda
4029,5029,Isaac Asimov
4030,5030,Patrick Rothfuss
4031,5031,Joe Navarro
4032,5032,Dean Koontz
4033,5033,G. Edward Griffin
4034,5034,Theodore Taylor
4035,5035,Andrea Hirata
4036,5036,W. Somerset Maugham
4037,5037,Anna Gallegos
4038,5038,Lee Child
4039,5039,Thomas  Moore
4040,5040,Tim S. Grover
4041,5041,Ian McEwan
4042,5042,Augustine of Hippo
4043,5043,Jerry A. Coyne
4044,5044,Stefan Bourque
4045,5045,Paul Auster
4046,5046,Clive Cussler
4047,5047,Laurie Frankel
4048,5048,Rob Sheffield
4049,5049,مصطفى محمود
4050,5050,Sidney Sheldon
4051,5051,Don Freeman
4052,5052,Anna Gallegos
4053,5053,Jason Fried
4054,5054,Glenis Kellet
4055,5055,Roy F. Baumeister
4056,5056,Zoe Saadia
4057,5057,Philip José Farmer
4058,5058,G.K. Chesterton
4059,5059,Rachel Bach
4060,5060,Kimberly Brubaker Bradley
4061,5061,Federico García Lorca
4062,5062,Kate Morton
4063,5063,Vera Jane Cook
4064,5064,Tana French
4065,5065,Nicholas Boothman
4066,5066,Les Giblin
4067,5067,Bono Edward De
4068,5068,Portia de Rossi
4069,5069,Robin  Gregory
4070,5070,Zoje Stage
4071,5071,Judith Rossner
4072,5072,Thomas Bulfinch
4073,5073,J.K. Rowling
4074,5074,Wayne W. Dyer
4075,5075,Patricia Briggs
4076,5076,Andrew Clements
4077,5077,Jojo Moyes
4078,5078,Marie Montine
4079,5079,Sidney Sheldon
4080,5080,Kim Stanley Robinson
4081,5081,Alex Kotlowitz
4082,5082,Gene Stratton-Porter
4083,5083,Isaac Asimov
4084,5084,Agatha Christie
4085,5085,Gene Stratton-Porter
4086,5086,Gene Baur
4087,5087,C.P. Henderson
4088,5088,Resmaa Menakem
4089,5089,Andrew Mayne
4090,5090,Max Lucado
4091,5091,Judith McNaught
4092,5092,Bill Watterson
4093,5093,Kimber  Lee
4094,5094,Robert Bryndza
4095,5095,Peter Shaffer
4096,5096,Alasdair Gray
4097,5097,Julie Garwood
4098,5098,David Mitchell
4099,5099,Raymond E. Feist
4100,5100,Dodie Smith
4101,5101,Lemony Snicket
4102,5102,Tess Gerritsen
4103,5103,Ann Leckie
4104,5104,Michael Buckley
4105,5105,Ravinder Singh
4106,5106,Flannery O'Connor
4107,5107,Alistair MacLean
4108,5108,Francine Rivers
4109,5109,Mia Sheridan
4110,5110,Nataša Pantović
4111,5111,J.G. Ballard
4112,5112,Roald Dahl
4113,5113,Jeffery Deaver
4114,5114,Julie Mannino
4115,5115,Louis L'Amour
4116,5116,Chetan Bhagat
4117,5117,Ji-li Jiang
4118,5118,Robert   Harris
4119,5119,William Shakespeare
4120,5120,Stephen King
4121,5121,William Saroyan
4122,5122,Karla Luna
4123,5123,Debbie Boek
4124,5124,Cara Hunter
4125,5125,Genevieve Cogman
4126,5126,Tere Albanese
4127,5127,Leigh Bardugo
4128,5128,Mary Ramsey
4129,5129,Randy  Gauthier
4130,5130,Mark Manson
4131,5131,Anita Shreve
4132,5132,Charles Bukowski
4133,5133,James Dashner
4134,5134,Noam Chomsky
4135,5135,Urantia Foundation
4136,5136,Emily Nagoski
4137,5137,T.M. Mendes
4138,5138,Rolf Dobelli
4139,5139,Maggie Stiefvater
4140,5140,Amelia James
4141,5141,Helen Simonson
4142,5142,Gary Zukav
4143,5143,Jenny Offill
4144,5144,Karin Slaughter
4145,5145,Joe Simpson
4146,5146,C.S. Lewis
4147,5147,Carson McCullers
4148,5148,Paul D. Tieger
4149,5149,Julie Mannino
4150,5150,Julie Mannino
4151,5151,F. Scott Fitzgerald
4152,5152,Jerry Hopkins
4153,5153,Carlos Ruiz Zafón
4154,5154,Jacqueline Susann
4155,5155,Jennifer  McMahon
4156,5156,Shari Lapena
4157,5157,Thierry Jonquet
4158,5158,Sebastian Junger
4159,5159,Judith McNaught
4160,5160,Isaac Asimov
4161,5161,Oscar Wilde
4162,5162,Harlan Coben
4163,5163,Karl Wiggins
4164,5164,John Twelve Hawks
4165,5165,J.J. Sorel
4166,5166,Christopher Marlowe
4167,5167,Gordon B. Hinckley
4168,5168,Susan Forward
4169,5169,Jasmine  Rose
4170,5170,Chris Guillebeau
4171,5171,Kathleen Norris
4172,5172,Jennifer L. Armentrout
4173,5173,Tom Ufert
4174,5174,Sam B. Miller II
4175,5175,Stephanie Kallos
4176,5176,E.E. Cummings
4177,5177,Tim Burton
4178,5178,Jean-Paul Sartre
4179,5179,Tayeb Salih
4180,5180,Mi Ae Lipe
4181,5181,Ken Follett
4182,5182,L.J. Shen
4183,5183,Sarah Knight
4184,5184,Chade-Meng Tan
4185,5185,Sheri S. Tepper
4186,5186,Iris Murdoch
4187,5187,Lee Child
4188,5188,Andrew Sean Greer
4189,5189,Walter Mosley
4190,5190,Edmund Morris
4191,5191,P.C. Cast
4192,5192,Richard Connell
4193,5193,Jonathan Stroud
4194,5194,Anthony Robbins
4195,5195,Thomas Mann
4196,5196,Olivia Harvard
4197,5197,Karl Wiggins
4198,5198,Robbie Franklin
4199,5199,Primo Levi
4200,5200,Michael Crichton
4201,5201,Brigid Schulte
4202,5202,Christopher W. Alexander
4203,5203,Thomas Merton
4204,5204,Isaac Bashevis Singer
4205,5205,Catherine Ryan Hyde
4206,5206,David Lagercrantz
4207,5207,Jen Sincero
4208,5208,Jo Nesbø
4209,5209,Irin Carmon
4210,5210,Peter C. Brown
4211,5211,Mel Robbins
4212,5212,J.D. Robb
4213,5213,Kalki
4214,5214,Ben Mikaelsen
4215,5215,James R. Hannibal
4216,5216,Kate DiCamillo
4217,5217,Jeff VanderMeer
4218,5218,Patricia Highsmith
4219,5219,Samuel R. Delany
4220,5220,James R. Hannibal
4221,5221,Eric Ries
4222,5222,Robbie Franklin
4223,5223,Stieg Larsson
4224,5224,Nancy Horan
4225,5225,Caroline Criado Pérez
4226,5226,David Baldacci
4227,5227,Sarah Jio
4228,5228,Atul Gawande
4229,5229,Michael Phillip Cash
4230,5230,Chris Pérez
4231,5231,James M. McPherson
4232,5232,Pedro Calderón de la Barca
4233,5233,Edgar Allan Poe
4234,5234,Terry Goodkind
4235,5235,Blake Crouch
4236,5236,Louise Penny
4237,5237,Stephen Guise
4238,5238,E.L. Konigsburg
4239,5239,Guy Morris
4240,5240,Stephen King
4241,5241,Martin Luther King Jr.
4242,5242,W.E.B. Du Bois
4243,5243,Alex Grecian
4244,5244,Julia Alvarez
4245,5245,Lee Child
4246,5246,A.J. Finn
4247,5247,Claire North
4248,5248,Vickie McKeehan
4249,5249,Paul Reps
4250,5250,David Baldacci
4251,5251,Roald Dahl
4252,5252,Matthew Dicks
4253,5253,Ono Northey
4254,5254,Iain Reid
4255,5255,Lin-Manuel Miranda
4256,5256,Raina Telgemeier
4257,5257,Charles Yu
4258,5258,Linda Castillo
4259,5259,Theodore Sturgeon
4260,5260,Jon   Stewart
4261,5261,Ludwig Bemelmans
4262,5262,Hans Christian Andersen
4263,5263,Hans Christian Andersen
4264,5264,Yasunari Kawabata
4265,5265,Stephen King
4266,5266,Barbara Kingsolver
4267,5267,Arnold Lobel
4268,5268,Keigo Higashino
4269,5269,Paul Spencer Sochaczewski
4270,5270,Juliet Marillier
4271,5271,Harlan Ellison
4272,5272,Isabel Allende
4273,5273,Philip G. Zimbardo
4274,5274,Vikas Swarup
4275,5275,Elizabeth Strout
4276,5276,Thomas Wolfe
4277,5277,Leon Uris
4278,5278,Melina Marchetta
4279,5279,Karl Wiggins
4280,5280,Henrik Ibsen
4281,5281,Dick King-Smith
4282,5282,Julie Garwood
4283,5283,Jude Deveraux
4284,5284,Patricia MacLachlan
4285,5285,John Sandford
4286,5286,Georgia Hunter
4287,5287,Patricia Cornwell
4288,5288,M.T. Edvardsson
4289,5289,Timothy Ferriss
4290,5290,Louis L'Amour
4291,5291,James Rollins
4292,5292,Heidi Murkoff
4293,5293,Jeff Kinney
4294,5294,Agatha Christie
4295,5295,Claire Monette
4296,5296,Ntozake Shange
4297,5297,Lars Kepler
4298,5298,Sonya Renee Taylor
4299,5299,Vernor Vinge
4300,5300,Lemony Snicket
4301,5301,Susan         Hill
4302,5302,Pablo Neruda
4303,5303,Väinö Linna
4304,5304,Nikolai Gogol
4305,5305,L.  Jackson
4306,5306,Frederick Douglass
4307,5307,Raymond Khoury
4308,5308,Brené Brown
4309,5309,Susan  Jeffers
4310,5310,Agatha Christie
4311,5311,Stieg Larsson
4312,5312,Michael Chabon
4313,5313,Céline Zabad
4314,5314,Karen Thompson Walker
4315,5315,Matt Haig
4316,5316,Celeste Ng
4317,5317,Anne Lamott
4318,5318,Eowyn Ivey
4319,5319,Salman Rushdie
4320,5320,Greer Hendricks
4321,5321,Taylor  Adams
4322,5322,Michael Ondaatje
4323,5323,John Grisham
4324,5324,Neale Donald Walsch
4325,5325,Kurt Vonnegut Jr.
4326,5326,Phaidon Press
4327,5327,Julian Jaynes
4328,5328,Daniel Suarez
4329,5329,Jia Jiang
4330,5330,Brian Herbert
4331,5331,Søren Kierkegaard
4332,5332,Frank Beddor
4333,5333,Harriette Simpson Arnow
