,Genureid,Genres
1292,91292,"['Humor', 'Nonfiction', 'Memoir', 'Comedy', 'Biography', 'Autobiography', 'Audiobook']"
1293,91293,"['Historical Fiction', 'Young Adult', 'Fiction', 'Historical', 'World War II', 'War', 'Audiobook']"
1294,91294,"['Mystery', 'Fiction', 'Classics', 'Crime', 'Mystery Thriller', 'Detective', 'Audiobook']"
1295,91295,"['Fiction', 'Classics', 'Novels', 'Literature', 'Poetry', 'American', 'Contemporary']"
1296,91296,"['Novels', 'Contemporary', 'Drama', 'Fiction', 'Fantasy']"
1297,91297,"['Nonfiction', 'Philosophy', 'Sociology', 'Politics', 'Cultural', 'Psychology', 'Technology']"
1298,91298,"['Nonfiction', 'Memoir', 'Biography', 'Audiobook', 'Autobiography', 'Politics', 'Biography Memoir']"
1299,91299,"['Fiction', 'Classics', 'Literature', 'Novels', 'American', '20th Century', 'Contemporary']"
1300,91300,"['Nonfiction', 'Memoir', 'Race', 'Audiobook', 'History', 'Social Justice', 'Biography']"
1301,91301,"['Fiction', 'Classics', 'Literature', 'Novels', 'American', 'Erotica', 'The United States Of America']"
1302,91302,"['Fiction', 'Romance', 'Contemporary', 'Humor', 'Chick Lit', 'Adult', 'Audiobook']"
1303,91303,"['Fiction', 'Science Fiction', 'Novels', 'Literature', 'Dystopia', 'Thriller', 'British Literature']"
1304,91304,"['Horror', 'Fiction', 'Thriller', 'Fantasy', 'Science Fiction', 'Paranormal', 'Mystery']"
1305,91305,"['Nonfiction', 'Memoir', 'Biography', 'True Crime', 'Biography Memoir', 'Autobiography', 'Adult']"
1306,91306,"['Science Fiction', 'Fiction', 'Classics', 'Horror', 'Post Apocalyptic', 'Dystopia', 'Fantasy']"
1307,91307,"['Religion', 'Christian', 'Christianity', 'Theology', 'Classics', 'Nonfiction', 'Spirituality']"
1308,91308,"['Nonfiction', 'Memoir', 'Humor', 'Audiobook', 'Biography', 'Comedy', 'Biography Memoir']"
1309,91309,"['Fiction', 'Mystery', 'American', 'Contemporary', 'Novels', 'Literature', 'Literary Fiction']"
1310,91310,"['Classics', 'Fiction', 'Short Stories', 'Childrens', 'Fantasy', 'Animals', 'Young Adult']"
1311,91311,"['Drama', 'How To']"
1312,91312,"['Picture Books', 'Childrens', 'Fiction', 'Humor', 'Animals', 'Fantasy', 'Fairy Tales']"
1313,91313,"['Fiction', 'Classics', 'Fantasy', 'Adventure', 'Historical Fiction', 'Literature', 'Novels']"
1314,91314,['Inspirational']
1315,91315,"['Thriller', 'Mystery', 'Fiction', 'Mystery Thriller', 'Suspense', 'Crime', 'Audiobook']"
1316,91316,"['Fantasy', 'Fiction', 'Epic Fantasy', 'Science Fiction Fantasy', 'High Fantasy', 'Dragons', 'Adult']"
1317,91317,"['Fiction', 'Mystery', 'Thriller', 'Crime', 'Horror', 'Mystery Thriller', 'Suspense']"
1318,91318,"['Fantasy', 'Adventure', 'Mystery', 'Young Adult', 'Magic', 'Paranormal', 'Fiction']"
1319,91319,"['Mystery', 'Fiction', 'Mystery Thriller', 'Thriller', 'Suspense', 'Contemporary', 'Cozy Mystery']"
1320,91320,"['Mystery', 'Fiction', 'Classics', 'Crime', 'Mystery Thriller', 'Detective', 'Thriller']"
1321,91321,"['Nonfiction', 'History', 'True Crime', 'Crime', 'Audiobook', 'Mystery', 'Historical']"
1322,91322,"['Mystery', 'Fiction', 'Classics', 'Crime', 'Mystery Thriller', 'Audiobook', 'Detective']"
1323,91323,"['Nonfiction', 'Business', 'Economics', 'Finance', 'History', 'Politics', 'Audiobook']"
1324,91324,"['Fiction', 'Contemporary', 'American', 'Novels', 'Horror', 'Literary Fiction', 'Thriller']"
1325,91325,"['Science', 'Nonfiction', 'Medicine', 'Popular Science', 'Health', 'Psychology', 'Medical']"
1326,91326,"['Fiction', 'Historical Fiction', 'Contemporary', 'Adult Fiction', 'Adult', 'Literary Fiction', 'Drama']"
1327,91327,"['Christian', 'Science Fiction', 'Fiction', 'Christian Fiction']"
1328,91328,"['Nonfiction', 'Memoir', 'Biography', 'Self Help', 'Audiobook', 'Music', 'Art']"
1329,91329,"['Young Adult', 'Fantasy', 'Vampires', 'Paranormal', 'Romance', 'Urban Fantasy', 'Paranormal Romance']"
1330,91330,"['Horror', 'Fiction', 'Short Stories', 'Contemporary', 'Thriller', 'Adult', 'Novels']"
1331,91331,"['Philosophy', 'Classics', 'Nonfiction', 'History', 'Politics', 'Ancient', 'School']"
1332,91332,"['Fiction', 'Classics', 'Novels', 'Literature', 'American', 'Coming Of Age', 'Contemporary']"
1333,91333,"['Nonfiction', 'Politics', 'Biography', 'Memoir', 'Audiobook', 'Autobiography', 'History']"
1334,91334,"['Fiction', 'Historical Fiction', 'Holocaust', 'Historical', 'Contemporary', 'Adult Fiction', 'World War II']"
1335,91335,"['Christian', 'Nonfiction', 'Religion', 'Christianity', 'Faith', 'Theology', 'Spirituality']"
1336,91336,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Realistic Fiction', 'New Adult', 'Audiobook']"
1337,91337,"['Mystery', 'Historical Fiction', 'Fiction', 'Historical', 'Crime', 'Classics', 'Mystery Thriller']"
1338,91338,"['Fiction', 'Historical Fiction', 'War', 'Novels', 'Literature', 'Literary Fiction', 'American']"
1339,91339,"['Young Adult', 'Romance', 'Fiction', 'Contemporary', 'Chick Lit', 'Teen', 'Childrens']"
1340,91340,"['Historical Fiction', 'Fiction', 'Classics', 'Childrens', 'Young Adult', 'Historical', 'War']"
1341,91341,"['Classics', 'Fiction', 'Literature', '18th Century', 'Humor', 'Novels', 'British Literature']"
1342,91342,"['Fiction', 'Short Stories', 'Literary Fiction', 'Contemporary', 'Book Club', 'Adult Fiction', 'Audiobook']"
1343,91343,"['Fiction', 'Thriller', 'Mystery', 'Crime', 'Suspense', 'Legal Thriller', 'Mystery Thriller']"
1344,91344,"['Philosophy', 'Classics', 'Nonfiction', 'Poetry', 'Writing', 'Literary Criticism', 'Art']"
1345,91345,"['Fiction', 'Adventure', 'Historical Fiction', 'New Adult', 'Young Adult', 'Historical', 'Adult']"
1346,91346,"['Fantasy', 'Mythology', 'Young Adult', 'Middle Grade', 'Fiction', 'Adventure', 'Greek Mythology']"
1347,91347,"['Fantasy', 'Contemporary', 'Fiction', 'Epic', 'Science Fiction Fantasy', 'Mystery', 'Young Adult Fantasy']"
1348,91348,"['Fiction', 'Contemporary', 'Literary Fiction', 'Adult Fiction', 'Novels', 'Literature', 'Book Club']"
1349,91349,"['Fiction', 'Psychology', 'Young Adult', 'Mental Health', 'Classics', 'Mental Illness', 'Contemporary']"
1350,91350,"['Horror', 'Classics', 'Fiction', 'Gothic', 'Mystery', 'Audiobook', 'Thriller']"
1351,91351,"['Classics', 'Fiction', 'German Literature', 'Literature', 'Germany', 'Novels', 'LGBT']"
1352,91352,"['Fantasy', 'Fiction', 'Horror', 'Science Fiction', 'Westerns', 'Adventure', 'Audiobook']"
1353,91353,"['Horror', 'Fiction', 'Classics', 'Paranormal', 'Thriller', 'Supernatural', 'Fantasy']"
1354,91354,"['Fiction', 'Historical Fiction', 'Magical Realism', 'Literary Fiction', 'Book Club', 'Fantasy', 'War']"
1355,91355,"['Fiction', 'Fantasy', 'Magical Realism', 'Japan', 'Japanese Literature', 'Science Fiction', 'Contemporary']"
1356,91356,"['Fiction', 'Russia', 'Russian Literature', 'Classics', 'Literature', 'Novels', '20th Century']"
1357,91357,"['Philosophy', 'Politics', 'Nonfiction', 'Classics', 'History', 'France', 'Political Science']"
1358,91358,"['Historical Fiction', 'Fiction', 'Historical', 'Audiobook', 'World War II', 'Holocaust', 'Romance']"
1359,91359,"['Fantasy', 'Young Adult', 'Fae', 'Urban Fantasy', 'Fiction', 'Paranormal', 'Magic']"
1360,91360,"['Fiction', 'Classics', 'Horror', 'Thriller', 'Crime', 'Mystery', 'Novels']"
1361,91361,"['Nonfiction', 'Psychology', 'Business', 'Audiobook', 'Self Help', 'Sociology', 'Science']"
1362,91362,"['Nonfiction', 'History', 'Audiobook', 'Biography', 'True Crime', 'Business', 'Science']"
1363,91363,"['Young Adult', 'Fantasy', 'Paranormal', 'Romance', 'Paranormal Romance', 'Supernatural', 'Fiction']"
1364,91364,"['Fiction', 'Science Fiction', 'Dystopia', 'Classics', 'Horror', 'Audiobook', 'Thriller']"
1365,91365,"['War', 'History', 'Nonfiction', 'Epic', 'Contemporary']"
1366,91366,"['Fantasy', 'Fiction', 'Humor', 'Comedy', 'Science Fiction Fantasy', 'Audiobook', 'Novels']"
1367,91367,"['Nonfiction', 'Psychology', 'Self Help', 'Feminism', 'Relationships', 'Abuse', 'Mental Health']"
1368,91368,"['Fiction', 'Contemporary', 'Novels', 'Literary Fiction', 'British Literature', 'Literature', 'Historical Fiction']"
1369,91369,"['Nonfiction', 'Self Help', 'Psychology', 'Audiobook', 'Personal Development', 'Leadership', 'Spirituality']"
1370,91370,"['Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Time Travel', 'Fantasy', 'Classics', 'Speculative Fiction']"
1371,91371,"['Fiction', 'Religion', 'Historical Fiction', 'Portugal', 'Literature', 'Portuguese Literature', 'Nobel Prize']"
1372,91372,"['Nonfiction', 'Memoir', 'Biography', 'Humor', 'Animals', 'Travel', 'Classics']"
1373,91373,"['Fantasy', 'Romance', 'Fiction', 'Paranormal', 'Vampires', 'Witches', 'Magic']"
1374,91374,"['Young Adult', 'Fiction', 'Chick Lit', 'Contemporary', 'Romance', 'Teen', 'Realistic Fiction']"
1375,91375,"['Fiction', 'Contemporary', 'Historical Fiction', 'Thriller', 'Drama', 'Science Fiction', 'Novels']"
1376,91376,"['Thriller', 'Fiction']"
1377,91377,"['Horror', 'Fantasy', 'Fiction', 'Paranormal', 'Witches', 'Supernatural', 'Gothic']"
1378,91378,"['Humor', 'Fiction', 'Comedy']"
1379,91379,"['History', 'Biography', 'Nonfiction', 'Russia', 'Historical', 'Biography Memoir', 'Russian History']"
1380,91380,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Angels', 'Urban Fantasy', 'Fiction']"
1381,91381,"['Fiction', 'Contemporary', 'Horror', 'Thriller', 'Novels', 'American', 'Literature']"
1382,91382,"['Nonfiction', 'Memoir', 'Humor', 'Audiobook', 'Biography', 'Comedy', 'Autobiography']"
1383,91383,"['Mystery', 'Psychology', 'Fiction', 'Crime']"
1384,91384,"['Philosophy', 'Classics', 'Nonfiction', 'School', 'Ancient', 'History', 'Greece']"
1385,91385,"['Fiction', 'Historical Fiction', 'Novels', 'Literary Fiction', 'Literature', 'Fantasy', 'Holocaust']"
1386,91386,"['Fiction', 'Classics', 'Literature', 'Novels', 'American', 'Literary Fiction', 'Historical Fiction']"
1387,91387,"['Fiction', 'War', 'Contemporary', 'Historical Fiction', 'Literary Fiction', 'Military Fiction', 'Asia']"
1388,91388,"['Romantic Suspense', 'Mystery', 'Romance', 'Suspense', 'Thriller', 'Crime', 'Fiction']"
1389,91389,"['Science', 'Nonfiction', 'Philosophy', 'Mathematics', 'Music', 'Psychology', 'Computer Science']"
1390,91390,"['Fiction', 'Mystery', 'Thriller', 'Mystery Thriller', 'Contemporary', 'Audiobook', 'Adult']"
1391,91391,"['Fiction', 'Classics', 'Historical Fiction', 'Literature', 'Novels', 'Religion', 'American']"
1392,91392,[]
1393,91393,"['Fantasy', 'Mythology', 'Young Adult', 'Fiction', 'Middle Grade', 'Adventure', 'Greek Mythology']"
1394,91394,['Mental Health']
1395,91395,"['History', 'Nonfiction', 'Classics', 'Russia', 'Politics', 'Biography', 'Russian Literature']"
1396,91396,"['Nonfiction', 'Science', 'Animals', 'Nature', 'Africa', 'Anthropology', 'Biology']"
1397,91397,"['Chick Lit', 'Fiction', 'Romance', 'Contemporary', 'Humor', 'Adult', 'Adult Fiction']"
1398,91398,"['Fiction', 'Mystery', 'Science Fiction', 'Alternate History', 'Crime', 'Jewish', 'Fantasy']"
1399,91399,"['Psychology', 'Nonfiction', 'Economics', 'Business', 'Science', 'Self Help', 'Sociology']"
1400,91400,"['Nonfiction', 'Business', 'Self Help', 'Productivity', 'Medicine', 'Medical', 'Science']"
1401,91401,"['Fiction', 'Classics', 'Historical Fiction', 'War', 'Literature', 'Novels', 'Asia']"
1402,91402,"['Nonfiction', 'Biography', 'History', 'Memoir', 'Biography Memoir', 'Book Club', 'Politics']"
1403,91403,"['Fiction', 'Abuse', 'Dark']"
1404,91404,"['Science Fiction', 'Fiction', 'Fantasy', 'Science Fiction Fantasy', 'Young Adult', 'Audiobook', 'Space']"
1405,91405,"['History', 'Nonfiction', 'Food', 'Audiobook', 'Historical', 'Food and Drink', 'School']"
1406,91406,"['Nonfiction', 'Memoir', 'Biography', 'Africa', 'Travel', 'History', 'Adventure']"
1407,91407,"['Novels', 'Fiction']"
1408,91408,"['Fiction', 'Thriller', 'Mystery', 'Espionage', 'Mystery Thriller', 'Suspense', 'Spy Thriller']"
1409,91409,"['Young Adult', 'Romance', 'Fantasy', 'Fiction', 'Contemporary', 'LGBT', 'Paranormal']"
1410,91410,"['Fiction', 'Classics', 'Literature', 'Novels', 'American', 'Mystery', 'Literary Fiction']"
1411,91411,"['Nonfiction', 'Humor', 'Memoir', 'Comedy', 'Biography', 'Chick Lit', 'Autobiography']"
1412,91412,"['Picture Books', 'Childrens', 'Christmas', 'Fiction', 'Fantasy', 'Classics', 'Holiday']"
1413,91413,"['Chick Lit', 'Romance', 'Fiction', 'Contemporary', 'Humor', 'Contemporary Romance', 'Adult']"
1414,91414,"['Science Fiction', 'Time Travel', 'Historical Fiction', 'Fiction', 'Fantasy', 'Historical', 'Science Fiction Fantasy']"
1415,91415,"['Fiction', 'Fantasy', 'Classics', 'Mythology', 'School', 'Literature', 'Novels']"
1416,91416,"['Fiction', 'Contemporary', 'Humor', 'Thriller', 'Dark', 'Novels', 'Mystery']"
1417,91417,"['Graphic Novels', 'Memoir', 'Comics', 'Nonfiction', 'LGBT', 'Queer', 'Biography']"
1418,91418,"['Fiction', 'Science Fiction', 'Dystopia', 'Post Apocalyptic', 'Fantasy', 'Canada', 'Speculative Fiction']"
1419,91419,"['Historical Fiction', 'Fiction', 'Historical', 'Israel', 'Religion', 'Jewish', 'Novels']"
1420,91420,"['Mystery', 'Romance', 'Crime', 'Fiction', 'Romantic Suspense', 'Thriller', 'Science Fiction']"
1421,91421,"['Nonfiction', 'Music', 'Memoir', 'Pop Culture', 'Humor', 'Essays', 'Travel']"
1422,91422,"['Fiction', 'Novels']"
1423,91423,"['Nonfiction', 'Business', 'Feminism', 'Self Help', 'Leadership', 'Audiobook', 'Womens']"
1424,91424,"['Fiction', 'Humor', 'Classics', 'Comedy', 'British Literature', 'Audiobook', 'Literature']"
1425,91425,"['Fantasy', 'Childrens', 'Classics', 'Fiction', 'Swedish Literature', 'Middle Grade', 'Adventure']"
1426,91426,"['Biography', 'Nonfiction', 'Business', 'Science', 'Technology', 'Audiobook', 'Biography Memoir']"
1427,91427,"['Science Fiction', 'Fiction', 'Fantasy', 'Classics', 'Christian', 'Christian Fiction', 'Science Fiction Fantasy']"
1428,91428,"['Classics', 'Childrens', 'Fiction', 'Middle Grade', 'Historical Fiction', 'Adventure', 'Young Adult']"
1429,91429,"['Nonfiction', 'Race', 'History', 'Politics', 'Social Justice', 'Sociology', 'Anti Racist']"
1430,91430,"['Novels', 'Fiction', 'Contemporary', 'Fantasy', 'Adventure', 'Adult', 'Drama']"
1431,91431,"['Fantasy', 'Childrens', 'Classics', 'Fiction', 'Swedish Literature', 'Middle Grade', 'Scandinavian Literature']"
1432,91432,"['Fiction', 'Historical Fiction', 'Classics', 'Audiobook', 'Historical', 'Adult', 'Adult Fiction']"
1433,91433,"['Nonfiction', 'Art', 'Self Help', 'Writing', 'Design', 'Business', 'Personal Development']"
1434,91434,"['Fiction', 'Classics', 'Literary Fiction', 'Novels', 'Historical Fiction', 'Literature', 'Book Club']"
1435,91435,"['Classics', 'Fiction', 'Childrens', 'Young Adult', 'Historical Fiction', 'Middle Grade', 'Historical']"
1436,91436,"['History', 'Nonfiction', 'Biography', 'Politics', 'American History', 'Civil War', 'Presidents']"
1437,91437,"['Thriller', 'Fiction', 'Mystery', 'Mystery Thriller', 'Suspense', 'Audiobook', 'Psychological Thriller']"
1438,91438,"['Psychology', 'Business', 'Nonfiction', 'Self Help', 'Personal Development', 'Leadership', 'Science']"
1439,91439,"['Psychology', 'Nonfiction', 'Memoir', 'Mental Health', 'Biography', 'Mental Illness', 'Biography Memoir']"
1440,91440,"['Nonfiction', 'Self Help', 'Psychology', 'Productivity', 'Education', 'Personal Development', 'Reference']"
1441,91441,"['New Adult', 'Romance', 'Military Fiction', 'Contemporary', 'Contemporary Romance', 'Amazon', 'Military Romance']"
1442,91442,"['Historical Fiction', 'Fiction', 'Fantasy', 'Historical', 'Romance', 'Prehistoric', 'Adventure']"
1443,91443,"['Fiction', 'Westerns', 'Historical Fiction', 'Classics', 'Adventure', 'Historical', 'Audiobook']"
1444,91444,"['Short Stories', 'Fiction', 'Classics', 'Literature', 'Southern Gothic', 'Southern', 'American']"
1445,91445,"['Historical Fiction', 'Mystery', 'Fiction', 'Historical', 'World War II', 'War', 'British Literature']"
1446,91446,"['Mystery', 'Fiction', 'Thriller', 'Mystery Thriller', 'Contemporary', 'Young Adult', 'Suspense']"
1447,91447,"['Fiction', 'Mystery', 'Chick Lit', 'Contemporary', 'Audiobook', 'Adult', 'Thriller']"
1448,91448,[]
1449,91449,"['Nonfiction', 'Business', 'Productivity', 'Self Help', 'Personal Development', 'Management', 'Psychology']"
1450,91450,"['Classics', 'Short Stories', 'Fiction', 'Fantasy', 'Childrens', 'Literature', 'Fairy Tales']"
1451,91451,"['Feminism', 'Nonfiction', 'Sociology', 'Psychology', 'Womens', 'Gender', 'Gender Studies']"
1452,91452,"['Fiction', 'Contemporary', 'Romance', 'Mental Health', 'Adult', 'Adult Fiction', 'Audiobook']"
1453,91453,"['Nonfiction', 'History', 'Science', 'Philosophy', 'Audiobook', 'Anthropology', 'Sociology']"
1454,91454,"['History', 'Nonfiction', 'Science', 'Biography', 'Historical', 'History Of Science', 'Geography']"
1455,91455,"['Nonfiction', 'Memoir', 'True Crime', 'Biography', 'Audiobook', 'Crime', 'Psychology']"
1456,91456,"['Classics', 'Fiction', 'France', 'Literature', 'Philosophy', 'French Literature', 'Novels']"
1457,91457,"['Fiction', 'Contemporary', 'Literary Fiction', 'Novels', 'Adult Fiction', 'Literature', 'Adult']"
1458,91458,"['Fiction', 'Science Fiction', 'Horror', 'Contemporary', 'Novels', 'Time Travel', 'Humor']"
1459,91459,"['Classics', 'Fiction', 'France', 'French Literature', 'Literature', '19th Century', 'Novels']"
1460,91460,"['Young Adult', 'Dystopia', 'Science Fiction', 'Fiction', 'Post Apocalyptic', 'Survival', 'Apocalyptic']"
1461,91461,"['Nonfiction', 'Memoir', 'Biography', 'Biography Memoir', 'Audiobook', 'Death', 'Autobiography']"
1462,91462,"['Fiction', 'Novels']"
1463,91463,"['Mystery', 'Thriller', 'Fiction', 'Mystery Thriller', 'Crime', 'Legal Thriller', 'Audiobook']"
1464,91464,"['Nonfiction', 'Science', 'History', 'Economics', 'Politics', 'Technology', 'Environment']"
1465,91465,"['Self Help', 'Nonfiction', 'Mental Health', 'Psychology', 'Personal Development', 'Health', 'Productivity']"
1466,91466,"['History', 'Classics', 'Nonfiction', 'War', 'Ancient History', 'Politics', 'Greece']"
1467,91467,"['Fantasy', 'Fiction', 'Humor', 'Comedy', 'Magic', 'Science Fiction Fantasy', 'Witches']"
1468,91468,"['Contemporary', 'Young Adult', 'New Adult', 'Fiction', 'Adult', 'Love Story', 'Romance']"
1469,91469,"['Business', 'Leadership', 'Nonfiction', 'Management', 'Self Help', 'Personal Development', 'Buisness']"
1470,91470,"['Nonfiction', 'Psychology', 'Economics', 'Business', 'Self Help', 'Science', 'Politics']"
1471,91471,"['Contemporary', 'Young Adult', 'Love Story', 'Fiction', 'New Adult', 'Adult', 'Romance']"
1472,91472,"['Fiction', 'Historical Fiction', 'Novella', 'Westerns', 'Novels', 'Literary Fiction', 'Short Stories']"
1473,91473,"['Romance', 'Young Adult', 'Contemporary', 'Fiction', 'Dark', 'Realistic Fiction', 'New Adult']"
1474,91474,"['Nonfiction', 'Animals', 'Memoir', 'Biography', 'Classics', 'Humor', 'Autobiography']"
1475,91475,"['Romance', 'Erotica', 'Fiction', 'BDSM', 'Adult', 'Contemporary', 'Contemporary Romance']"
1476,91476,"['Fiction', 'Crime', 'Noir', 'Mystery', 'Novels', 'Thriller', 'Mystery Thriller']"
1477,91477,"['Historical Fiction', 'Fiction', 'Historical', 'British Literature', 'Book Club', 'Adult', 'Audiobook']"
1478,91478,"['Fiction', 'Contemporary', 'Mystery', 'Literary Fiction', 'Thriller', 'Audiobook', 'Novels']"
1479,91479,"['Poetry', 'Classics', 'Romance', 'Spanish Literature', 'Fiction', 'Literature', 'Latin American']"
1480,91480,"['Science Fiction', 'Short Stories', 'Fantasy', 'Romance', 'Cyberpunk', 'Erotica', 'Adventure']"
1481,91481,"['Picture Books', 'Childrens', 'Fiction', 'Classics', 'Juvenile', 'Kids', 'Transport']"
